,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
intID603,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
intID604,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
intID605,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
intID606,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
intID607,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
intID608,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
intID609,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0
intID610,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
intID611,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
intID612,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
intID613,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
intID614,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
intID615,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
intID616,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
intID617,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
intID618,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
intID619,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
intID620,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
intID621,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
intID622,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
intID623,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
intID624,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
intID625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
intID626,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
intID627,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
intID628,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
intID629,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
intID630,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
intID631,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
intID632,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
intID633,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
intID634,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
intID635,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
intID636,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
intID637,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
intID638,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
intID639,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
intID640,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
intID641,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
intID642,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
intID643,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
intID644,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
intID645,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
intID646,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
intID647,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
intID648,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
intID649,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
intID650,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
intID651,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
intID652,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
intID653,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
intID654,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
intID655,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
intID656,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
intID657,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
intID658,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
intID659,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
intID660,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
intID661,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
intID662,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
intID663,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
intID664,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
intID665,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
intID666,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
intID667,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
intID668,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
intID669,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
intID670,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
intID671,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
intID672,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
intID673,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
intID674,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
intID675,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
intID676,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
intID677,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
intID678,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
intID679,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
intID680,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
intID681,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
intID682,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
intID683,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
intID684,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
intID685,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
intID686,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
intID687,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
intID688,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
intID689,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
intID690,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
intID691,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
intID692,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
intID693,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
intID694,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
intID695,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
intID696,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
intID697,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
intID698,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
intID699,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
intID700,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
intID701,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
intID702,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
intID703,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
intID704,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
intID705,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
intID706,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
intID707,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
intID708,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
intID709,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
intID710,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
intID711,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
intID712,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
intID713,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
intID714,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
intID715,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
intID716,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
intID717,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
intID718,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
intID719,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
intID720,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
intID721,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
intID722,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
intID723,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
intID724,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
intID725,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
intID726,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
intID727,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
intID728,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
intID729,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
intID730,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
intID731,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
intID732,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
intID733,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
intID734,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
intID735,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
intID736,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
intID737,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
intID738,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
intID739,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
intID740,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
intID741,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
intID742,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
intID743,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
intID744,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
intID745,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
intID746,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
intID747,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
intID748,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
intID749,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
intID750,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
intID751,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
intID752,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
intID753,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
intID754,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
intID755,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
intID756,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
intID757,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
intID758,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
intID759,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
intID760,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
intID761,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
intID762,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
intID763,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
intID764,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
intID765,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
intID766,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
intID767,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
intID768,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
intID769,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
intID770,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
intID771,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
intID772,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
intID773,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
intID774,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
intID775,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
intID776,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
intID777,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
intID778,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
intID779,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
intID780,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
intID781,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
intID782,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
intID783,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
intID784,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
intID785,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
intID786,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
intID787,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
intID788,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
intID789,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
intID790,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
intID791,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
intID792,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
intID793,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
intID794,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
intID795,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
intID796,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
intID797,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
intID798,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
intID799,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
intID800,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
intID801,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
intID802,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
intID803,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
intID804,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
intID805,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
intID806,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
intID807,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
intID808,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
intID809,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
intID810,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
intID811,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
intID812,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
intID813,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
intID814,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
intID815,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
intID816,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
intID817,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
intID818,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
intID819,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
intID820,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
intID821,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
intID822,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
intID823,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
intID824,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
intID825,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
intID826,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
intID827,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
intID828,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
intID829,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
intID830,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
intID831,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
intID832,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
intID833,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
intID834,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
intID835,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
intID836,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
intID837,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
intID838,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
intID839,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
intID840,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
intID841,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
intID842,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
intID843,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
intID844,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
intID845,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
intID846,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
intID847,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
intID848,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
intID849,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
intID850,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
intID851,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
intID852,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
intID853,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
intID854,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
intID855,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
intID856,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
intID857,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
intID858,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
intID859,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
intID860,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
intID861,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
intID862,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
intID863,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
intID864,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
intID865,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
intID866,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
intID867,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
intID868,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
intID869,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
intID870,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
intID871,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
intID872,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
intID873,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
intID874,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
intID875,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
intID876,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
intID877,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
intID878,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
intID879,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
intID880,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
intID881,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
intID882,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
intID883,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
intID884,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
intID885,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
intID886,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
intID887,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
intID888,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
intID889,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
intID890,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
intID891,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
intID892,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
intID893,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
intID894,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
intID895,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
intID896,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
intID897,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
intID898,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
intID899,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
intID900,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
intID901,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
intID902,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
intID903,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
intID904,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
