,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
intID1499,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
intID1500,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
intID1501,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
intID1502,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
intID1503,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
intID1504,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
intID1505,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
intID1506,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
intID1507,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
intID1508,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
intID1509,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
intID1510,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
intID1511,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
intID1512,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
intID1513,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
intID1514,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
intID1515,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
intID1516,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
intID1517,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
intID1518,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
intID1519,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
intID1520,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
intID1521,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
intID1522,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
intID1523,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
intID1524,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
intID1525,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
intID1526,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
intID1527,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
intID1528,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
intID1529,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
intID1530,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
intID1531,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
intID1532,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
intID1533,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
intID1534,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
intID1535,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
intID1536,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
intID1537,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
intID1538,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
intID1539,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
intID1540,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
intID1541,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
intID1542,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
intID1543,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
intID1544,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
intID1545,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
intID1546,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
intID1547,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
intID1548,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
intID1549,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
intID1550,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
intID1551,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
intID1552,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
intID1553,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
intID1554,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
intID1555,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
intID1556,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
intID1557,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
intID1558,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
intID1559,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
intID1560,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
intID1561,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
intID1562,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
intID1563,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
intID1564,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
intID1565,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
intID1566,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
intID1567,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
intID1568,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
intID1569,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0
intID1570,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
intID1571,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
intID1572,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
intID1573,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
intID1574,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
intID1575,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
intID1576,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
intID1577,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
intID1578,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
intID1579,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
intID1580,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
intID1581,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
intID1582,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
intID1583,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
intID1584,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
intID1585,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
intID1586,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
intID1587,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
intID1588,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
intID1589,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
intID1590,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
intID1591,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
intID1592,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
intID1593,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
intID1594,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
intID1595,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
intID1596,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
intID1597,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
intID1598,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
intID1599,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
intID1600,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
intID1601,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
intID1602,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
intID1603,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
intID1604,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
intID1605,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
intID1606,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
intID1607,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
intID1608,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
intID1609,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
intID1610,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
intID1611,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
intID1612,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
intID1613,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
intID1614,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
intID1615,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
intID1616,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
intID1617,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
intID1618,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
intID1619,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
intID1620,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
intID1621,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
intID1622,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
intID1623,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
intID1624,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
intID1625,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
intID1626,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
intID1627,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
intID1628,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
intID1629,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
intID1630,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
intID1631,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
intID1632,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
intID1633,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
intID1634,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
intID1635,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
intID1636,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
intID1637,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
intID1638,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
intID1639,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
intID1640,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
intID1641,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
intID1642,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
intID1643,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
intID1644,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
intID1645,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
intID1646,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0
intID1647,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
intID1648,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
intID1649,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0
intID1650,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
intID1651,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0
intID1652,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
intID1653,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
intID1654,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
intID1655,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
intID1656,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
intID1657,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
intID1658,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
intID1659,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
intID1660,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
intID1661,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
intID1662,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
intID1663,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
intID1664,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
intID1665,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
intID1666,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
intID1667,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
intID1668,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
intID1669,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
intID1670,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0
intID1671,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
intID1672,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
intID1673,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
intID1674,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
intID1675,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
intID1676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
intID1677,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
intID1678,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
intID1679,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
intID1680,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
intID1681,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
intID1682,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
intID1683,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
intID1684,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
intID1685,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
intID1686,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
intID1687,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
intID1688,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
intID1689,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
intID1690,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
intID1691,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
intID1692,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
intID1693,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
intID1694,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
intID1695,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
intID1696,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
intID1697,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
intID1698,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
intID1699,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
intID1700,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
intID1701,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
intID1702,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
intID1703,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
intID1704,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
intID1705,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
intID1706,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
intID1707,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
intID1708,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
intID1709,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
intID1710,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
intID1711,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
intID1712,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
intID1713,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
intID1714,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
intID1715,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
intID1716,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
intID1717,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
intID1718,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
intID1719,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
intID1720,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
intID1721,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
intID1722,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
intID1723,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
intID1724,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
intID1725,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
intID1726,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
intID1727,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
intID1728,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
intID1729,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
intID1730,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
intID1731,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
intID1732,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
intID1733,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
intID1734,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
intID1735,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
intID1736,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
intID1737,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
intID1738,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
intID1739,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
intID1740,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
intID1741,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
intID1742,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
intID1743,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
intID1744,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
intID1745,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
intID1746,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
intID1747,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
intID1748,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
intID1749,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
intID1750,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
intID1751,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
intID1752,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
intID1753,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
intID1754,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
intID1755,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
intID1756,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
intID1757,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
intID1758,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
intID1759,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
intID1760,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0
intID1761,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
intID1762,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
intID1763,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
intID1764,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
intID1765,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
intID1766,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
intID1767,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
intID1768,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0
intID1769,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
intID1770,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
intID1771,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
intID1772,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
intID1773,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
intID1774,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
intID1775,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
intID1776,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
intID1777,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
intID1778,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
intID1779,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
intID1780,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
intID1781,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0
intID1782,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
intID1783,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
intID1784,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
intID1785,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
intID1786,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
intID1787,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
intID1788,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
intID1789,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
intID1790,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
intID1791,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
intID1792,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
intID1793,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
intID1794,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
